	title	ref	typeBien	ville	price	surface	pieces	chambres	cuisine	garage	surface_terrain	nbSalleBain	balcon	terrace	jardin	classEnergy	gazEmission
3270	Maison - 5 pièces - 78 m² - Yèbles - 77390	9635	Maison	Yèbles	244000.0	78.0	5.0	3.0	Non	Non	0	1	Non	Non	Non	ND	ND
3271	Maison - 4 pièces - 79 m² - Mantes-la-Jolie - 78200	9630	Maison	Mantes-la-Jolie	247300.0	79.0	4.0	3.0	Oui	Non	7984	1	Non	Oui	Oui	E	D
3272	Maison - 4 pièces - 90 m² - Magrie - 11300	9636	Maison	Magrie	479900.0	90.0	4.0	2.0	Oui	Non	0	1	Oui	Oui	Oui	B	A
3273	Appartement - 4 pièces - 70 m² - Longjumeau - 91160	9633	Appartement	Longjumeau	179900.0	70.0	4.0	3.0	Oui	Oui	0	1	Oui	Non	Non	ND	ND
3274	Maison - 4 pièces - 110 m² - Mennecy - 91540	9634	Maison	Mennecy	385000.0	110.0	4.0	3.0	Oui	Non	0	1	Non	Non	Non	F	E
3275	Maison - 5 pièces - 105 m² - Carcassonne - 11000	9632	Maison	Carcassonne	264900.0	105.0	5.0	3.0	Oui	Non	0	0	Non	Oui	Oui	ND	ND
3276	Appartement - 3 pièces - 65.3 m² - Erquinghem-Lys - 59193	9631	Appartement	Erquinghem-Lys	174000.0	65.0	3.0	2.0	Oui	Oui	6530	1	Oui	Non	Non	B	C
3278	Maison - 7 pièces - 155.42 m² - Le Pradet - 83220	9626	Maison	Le Pradet	690000.0	155.0	7.0	4.0	Oui	Non	0	0	Non	Oui	Non	C	C
3279	Maison - 7 pièces - 155.42 m² - Le Pradet - 83220	9625	Maison	Le Pradet	690000.0	155.0	7.0	4.0	Oui	Non	0	0	Non	Non	Non	C	C
3280	Maison - 7 pièces - 118 m² - Aubergenville - 78410	9620	Maison	Aubergenville	399000.0	118.0	7.0	4.0	Oui	Non	0	1	Non	Oui	Oui	C	A
3281	Appartement - 2 pièces - 43 m² - Montpellier - 34000	9609	Appartement	Montpellier	240000.0	43.0	2.0	1.0	Oui	Non	43	1	Non	Oui	Non	D	B
3283	Maison - 6 pièces - 110 m² - Ledringhem - 59470	9613	Maison	Ledringhem	273000.0	110.0	6.0	3.0	Oui	Non	0	1	Non	Non	Non	C	A
3284	Appartement - 3 pièces - 69.15 m² - Lille - 59800	9615	Appartement	Lille	349000.0	69.0	3.0	2.0	Non	Non	0	0	Non	Non	Non	F	C
3285	Appartement - 3 pièces - 63.56 m² - Les Mureaux - 78130	9602	Appartement	Les Mureaux	127000.0	63.0	3.0	2.0	Oui	Non	0	0	Oui	Non	Non	ND	ND
3286	Maison - 4 pièces - 84.13 m² - Château-sur-Epte - 27420	9601	Maison	Château-sur-Epte	189000.0	84.0	4.0	2.0	Oui	Non	0	0	Non	Non	Oui	D	B
3287	Appartement - 2 pièces - 35 m² - Les Thilliers-en-Vexin - 27420	9597	Appartement	Les Thilliers-en-Vexin	88500.0	35.0	2.0	1.0	Oui	Non	0	1	Non	Non	Non	D	B
3288	Maison - 6 pièces - 137 m² - Magrie - 11300	9610	Maison	Magrie	194900.0	137.0	6.0	4.0	Oui	Non	0	0	Non	Oui	Oui	D	B
3289	Maison - 4 pièces - 70 m² - Marly-le-Roi - 78160	9590	Maison	Marly-le-Roi	499000.0	70.0	4.0	2.0	Oui	Non	0	1	Non	Oui	Non	ND	ND
3290	Maison - 7 pièces - 139 m² - Mennecy - 91540	9607	Maison	Mennecy	399000.0	139.0	7.0	4.0	Oui	Non	0	1	Non	Non	Non	ND	ND
3292	Loft/Atelier/Duplex - 4 pièces - 63.27 m² - Paris - 75015	9604	Loft/Atelier/Duplex	Paris	609000.0	63.0	4.0	3.0	Oui	Non	6137	0	Non	Non	Non	F	F
3293	Maison - 5 pièces - 82 m² - Villanière - 11600	9611	Maison	Villanière	79900.0	82.0	5.0	2.0	Oui	Non	0	0	Non	Oui	Non	ND	ND
3294	Maison - 2 pièces - 59 m² - Cambieure - 11240	8969	Maison	Cambieure	114900.0	59.0	2.0	1.0	Oui	Non	0	0	Non	Non	Non	C	E
3295	Appartement - 3 pièces - 60 m² - La Garenne-Colombes - 92250	9596	Appartement	La Garenne-Colombes	400000.0	60.0	3.0	1.0	Oui	Oui	0	0	Non	Non	Non	ND	ND
3296	Maison - 7 pièces - 190 m² - Malviès - 11300	9586	Maison	Malviès	144900.0	190.0	7.0	4.0	Oui	Oui	0	0	Non	Non	Oui	E	B
3297	Maison - 5 pièces - 110 m² - Saint-Léger-du-Bourg-Denis - 76160	9587	Maison	Saint-Léger-du-Bourg-Denis	349000.0	110.0	5.0	3.0	Oui	Non	0	1	Non	Oui	Oui	ND	ND
3298	Maison - 5 pièces - 155 m² - La Neuville-Chant-d'Oisel - 76520	9589	Maison	La Neuville-Chant-d'Oisel	314000.0	155.0	5.0	4.0	Oui	Non	0	0	Non	Non	Oui	E	B
3299	Maison - 5 pièces - 115.45 m² - Génicourt - 95650	9567	Maison	Génicourt	329120.0	115.0	5.0	3.0	Oui	Non	0	1	Non	Oui	Oui	F	C
3300	Appartement - 3 pièces - 82 m² - Paris - 75011	9459	Appartement	Paris	865000.0	82.0	3.0	3.0	Oui	Oui	0	1	Non	Non	Non	C	B
3301	Appartement - 3 pièces - 85.56 m² - Montpellier - 34070	9576	Appartement	Montpellier	318000.0	85.0	3.0	2.0	Oui	Oui	8556	1	Non	Oui	Non	D	A
3303	Appartement - 3 pièces - 51 m² - Neuilly-sur-Seine - 92200	9516	Appartement	Neuilly-sur-Seine	624400.0	51.0	3.0	2.0	Oui	Non	4703	0	Oui	Non	Non	E	E
3305	Appartement - 3 pièces - 60 m² - Mantes-la-Jolie - 78200	9580	Appartement	Mantes-la-Jolie	157500.0	60.0	3.0	2.0	Oui	Oui	6059	0	Non	Non	Non	E	D
3306	Appartement - 3 pièces - 63 m² - Paris - 75019	9566	Appartement	Paris	599000.0	63.0	3.0	2.0	Oui	Oui	63	1	Oui	Non	Oui	D	D
3308	Appartement - 3 pièces - 74 m² - Paris - 75016	9584	Appartement	Paris	879000.0	74.0	3.0	2.0	Oui	Non	7407	0	Non	Non	Non	C	A
3309	Appartement - 4 pièces - 83.02 m² - Maisons-Laffitte - 78600	9541	Appartement	Maisons-Laffitte	475000.0	83.0	4.0	2.0	Oui	Oui	8302	1	Oui	Non	Non	F	F
3310	Appartement - 3 pièces - 66 m² - Longjumeau - 91160	9565	Appartement	Longjumeau	160000.0	66.0	3.0	2.0	Oui	Non	0	1	Oui	Non	Non	D	E
3311	Appartement - 2 pièces - 43 m² - Mantes-la-Ville - 78711	9562	Appartement	Mantes-la-Ville	146000.0	43.0	2.0	1.0	Oui	Non	4305	0	Non	Non	Non	ND	ND
3312	Appartement - 3 pièces - 50 m² - Houilles - 78800	9558	Appartement	Houilles	189000.0	50.0	3.0	1.0	Oui	Non	50	1	Non	Non	Non	D	A
3313	Maison - 5 pièces - 70 m² - Montjavoult - 60240	9571	Maison	Montjavoult	270010.0	70.0	5.0	3.0	Oui	Non	0	0	Non	Oui	Oui	F	C
3314	Appartement - 4 pièces - 75 m² - Mantes-la-Jolie - 78200	9579	Appartement	Mantes-la-Jolie	215900.0	75.0	4.0	3.0	Oui	Oui	7540	1	Non	Oui	Non	C	C
3315	Appartement - 2 pièces - 52 m² - Paris - 75015	9551	Appartement	Paris	500000.0	52.0	2.0	1.0	Oui	Non	52	0	Oui	Non	Non	ND	ND
3316	Studio - 1 pièce - 31.35 m² - Toulouse - 31000	9561	Studio	Toulouse	233200.0	31.0	1.0		Oui	Non	3135	0	Non	Non	Non	E	B
3317	Maison - 4 pièces - 102 m² - Colomiers - 31770	9564	Maison	Colomiers	355000.0	102.0	4.0	3.0	Oui	Oui	0	1	Non	Oui	Non	D	D
3318	Studio - 1 pièce - 16 m² - Paris - 75019	9410	Studio	Paris	180000.0	16.0	1.0		Oui	Non	0	0	Non	Non	Non	ND	ND
3319	Maison - 5 pièces - 98.65 m² - Toulouse - 31300	9472	Maison	Toulouse	296800.0	98.0	5.0	4.0	Oui	Oui	0	1	Non	Oui	Oui	C	D
3320	Appartement - 7 pièces - 180 m² - Issy-les-Moulineaux - 92130	9519	Appartement	Issy-les-Moulineaux	1090000.0	180.0	7.0	5.0	Oui	Oui	180	0	Non	Non	Non	D	D
3321	Maison - 4 pièces - 110 m² - Cambieure - 11240	9522	Maison	Cambieure	224900.0	110.0	4.0	3.0	Oui	Non	0	1	Non	Non	Non	C	A
3323	Maison - 5 pièces - 80 m² - Vauréal - 95490	9542	Maison	Vauréal	299999.0	80.0	5.0	3.0	Oui	Non	0	1	Non	Oui	Oui	D	D
3324	Maison - 5 pièces - 90 m² - Vauréal - 95490	9537	Maison	Vauréal	329900.0	90.0	5.0	3.0	Oui	Non	0	1	Non	Non	Oui	E	C
3326	Appartement - 3 pièces - 57 m² - Paris - 75015	9292	Appartement	Paris	778000.0	57.0	3.0	1.0	Oui	Non	57	0	Non	Non	Non	E	E
3327	Maison - 3 pièces - 101.16 m² - Jouy-en-Josas - 78350	9555	Maison	Jouy-en-Josas	370000.0	101.0	3.0	2.0	Oui	Oui	7557	1	Non	Oui	Non	D	D
3328	Maison - 4 pièces - 112.93 m² - Violaines - 62138	9540	Maison	Violaines	273000.0	112.0	4.0	3.0	Non	Non	0	0	Non	Non	Non	E	B
3329	Appartement - 3 pièces - 70 m² - Colomiers - 31770	9339	Appartement	Colomiers	189900.0	70.0	3.0	2.0	Oui	Oui	0	0	Oui	Non	Non	C	C
3330	Maison - 4 pièces - 112 m² - Marquette-lez-Lille - 59520	9534	Maison	Marquette-lez-Lille	380000.0	112.0	4.0	3.0	Non	Non	0	1	Non	Non	Non	D	B
3331	Maison - 5 pièces - 89 m² - Roubaix - 59100	9547	Maison	Roubaix	79000.0	89.0	5.0	4.0	Non	Non	0	1	Non	Non	Non	E	E
3332	Appartement - 4 pièces - 127 m² - Évian-les-Bains - 74500	9549	Appartement	Évian-les-Bains	540000.0	127.0	4.0		Non	Non	12674	0	Non	Oui	Non	E	E
3334	Appartement - 4 pièces - 87 m² - Le Mesnil-le-Roi - 78600	9535	Appartement	Le Mesnil-le-Roi	442000.0	87.0	4.0	3.0	Oui	Oui	87	0	Oui	Non	Non	ND	ND
3336	Maison - 8 pièces - 146 m² - Morangis - 91420	9529	Maison	Morangis	504000.0	146.0	8.0	4.0	Oui	Non	0	1	Non	Non	Non	D	B
3337	Appartement - 2 pièces - 35 m² - Paris - 75020	9498	Appartement	Paris	329000.0	35.0	2.0	1.0	Oui	Non	3480	0	Non	Non	Non	ND	ND
3338	Maison - 4 pièces - 78 m² - Ozouer-le-Voulgis - 77390	9533	Maison	Ozouer-le-Voulgis	279000.0	78.0	4.0	2.0	Non	Non	0	0	Non	Non	Non	D	D
3339	Maison - 4 pièces - 100 m² - Mennecy - 91540	9525	Maison	Mennecy	293000.0	100.0	4.0	2.0	Oui	Oui	0	1	Non	Oui	Oui	D	E
3340	Maison - 5 pièces - 78 m² - Vauréal - 95490	9526	Maison	Vauréal	314000.0	78.0	5.0	4.0	Oui	Non	0	1	Non	Oui	Oui	D	D
3341	Maison - 3 pièces - 132 m² - Évecquemont - 78740	9524	Maison	Évecquemont	284000.0	132.0	3.0	2.0	Oui	Non	0	1	Non	Oui	Non	F	F
3342	Maison - 6 pièces - 102.53 m² - Courdimanche - 95800	9523	Maison	Courdimanche	430000.0	102.0	6.0	4.0	Oui	Non	0	1	Non	Non	Oui	ND	ND
3343	Maison - 6 pièces - 148 m² - Chaumont-en-Vexin - 60240	9513	Maison	Chaumont-en-Vexin	229990.0	148.0	6.0	4.0	Oui	Oui	0	1	Non	Oui	Oui	D	D
3344	Appartement - 3 pièces - 53 m² - Toulouse - 31300	9528	Appartement	Toulouse	213000.0	53.0	3.0	2.0	Oui	Non	5237	0	Oui	Non	Non	D	D
3345	Maison - 4 pièces - 95.73 m² - Le Mesnil-Esnard - 76240	9503	Maison	Le Mesnil-Esnard	274500.0	95.0	4.0	3.0	Oui	Non	0	0	Non	Non	Oui	ND	ND
3346	Appartement - 3 pièces - 50 m² - Longjumeau - 91160	9515	Appartement	Longjumeau	179900.0	50.0	3.0	2.0	Oui	Non	0	1	Non	Non	Non	ND	ND
3347	Appartement - 2 pièces - 42.01 m² - Colombes - 92700	9506	Appartement	Colombes	299000.0	42.0	2.0	1.0	Oui	Oui	4201	1	Non	Non	Non	D	D
3348	Appartement - 4 pièces - 77 m² - Maisons-Laffitte - 78600	9501	Appartement	Maisons-Laffitte	520000.0	77.0	4.0	2.0	Oui	Oui	77	1	Oui	Non	Non	D	E
3349	Maison - 6 pièces - 115 m² - Chaumont-en-Vexin - 60240	9504	Maison	Chaumont-en-Vexin	279425.0	115.0	6.0	4.0	Oui	Oui	0	1	Non	Non	Oui	E	B
3350	Appartement - 2 pièces - 43.34 m² - Castanet-Tolosan - 31320	9417	Appartement	Castanet-Tolosan	164900.0	43.0	2.0	1.0	Oui	Non	0	1	Non	Non	Non	C	B
3351	Maison - 7 pièces - 120 m² - Champlan - 91160	9505	Maison	Champlan	564300.0	120.0	7.0	3.0	Oui	Oui	115	1	Non	Oui	Oui	F	F
3352	Appartement - 2 pièces - 68 m² - Colomiers - 31770	9496	Appartement	Colomiers	219000.0	68.0	2.0	1.0	Oui	Oui	67	1	Oui	Oui	Non	C	A
3353	Maison - 6 pièces - 140 m² - Le Mesnil-le-Roi - 78600	9502	Maison	Le Mesnil-le-Roi	895000.0	140.0	6.0	4.0	Oui	Oui	140	1	Non	Oui	Oui	E	B
3354	Appartement - 2 pièces - 53 m² - Pontault-Combault - 77340	9495	Appartement	Pontault-Combault	207000.0	53.0	2.0	1.0	Oui	Non	53	1	Non	Non	Non	D	E
3355	Appartement - 4 pièces - 92 m² - Montévrain - 77144	9494	Appartement	Montévrain	399900.0	92.0	4.0	3.0	Oui	Oui	0	1	Non	Oui	Non	ND	ND
3356	Appartement - 3 pièces - 98 m² - Mantes-la-Jolie - 78200	9082	Appartement	Mantes-la-Jolie	258000.0	98.0	3.0	2.0	Oui	Non	0	1	Non	Non	Non	C	C
3357	Maison - 6 pièces - 135 m² - Combs-la-Ville - 77380	9379	Maison	Combs-la-Ville	435000.0	135.0	6.0	5.0	Oui	Non	0	1	Non	Oui	Oui	ND	ND
3358	Maison - 5 pièces - 176.63 m² - Étrépagny - 27150	9486	Maison	Étrépagny	161100.0	176.0	5.0	3.0	Oui	Non	0	0	Non	Non	Oui	D	D
3359	Maison - 6 pièces - 119 m² - La Queue-en-Brie - 94510	9478	Maison	La Queue-en-Brie	318000.0	119.0	6.0	4.0	Oui	Non	0	1	Oui	Oui	Oui	E	D
3360	Appartement - 5 pièces - 84.97 m² - Houilles - 78800	9469	Appartement	Houilles	329000.0	84.0	5.0	3.0	Oui	Non	8497	1	Non	Non	Non	C	C
3361	Appartement - 3 pièces - 64.89 m² - Brie-Comte-Robert - 77170	9493	Appartement	Brie-Comte-Robert	218000.0	64.0	3.0	2.0	Non	Non	0	1	Non	Non	Non	D	D
3362	Maison - 5 pièces - 173.25 m² - Couiza - 11190	9490	Maison	Couiza	399900.0	173.0	5.0	3.0	Non	Non	0	1	Oui	Oui	Non	C	C
3363	Maison - 6 pièces - 120 m² - Meulan-en-Yvelines - 78250	9487	Maison	Meulan-en-Yvelines	368900.0	120.0	6.0	5.0	Oui	Oui	0	1	Non	Oui	Oui	ND	ND
3364	Appartement - 4 pièces - 75 m² - Aubergenville - 78410	8763	Appartement	Aubergenville	155000.0	75.0	4.0	3.0	Oui	Non	0	1	Non	Non	Non	D	D
3368	Maison - 5 pièces - 110 m² - Argentières - 77390	9475	Maison	Argentières	289000.0	110.0	5.0	4.0	Non	Non	0	0	Non	Non	Non	ND	ND
3369	Appartement - 2 pièces - 39 m² - Cergy - 95800	9481	Appartement	Cergy	160000.0	39.0	2.0	1.0	Oui	Non	0	1	Oui	Non	Non	D	E
3370	Maison - 4 pièces - 200 m² - Veigy-Foncenex - 74140	9477	Maison	Veigy-Foncenex	590000.0	200.0	4.0	3.0	Oui	Oui	119	0	Oui	Oui	Oui	C	A
3371	Appartement - 2 pièces - 37.43 m² - Cergy - 95800	9480	Appartement	Cergy	170000.0	37.0	2.0	1.0	Oui	Non	0	1	Non	Non	Non	B	C
3372	Maison - 6 pièces - 172 m² - Veigy-Foncenex - 74140	9471	Maison	Veigy-Foncenex	895000.0	172.0	6.0	4.0	Oui	Oui	0	1	Non	Oui	Oui	C	D
3373	Maison - 6 pièces - 117.11 m² - Colombes - 92700	6368	Maison	Colombes	749000.0	117.0	6.0	4.0	Oui	Oui	9520	1	Non	Oui	Non	D	D
3374	Appartement - 5 pièces - 121 m² - Le Mesnil-le-Roi - 78600	9392	Appartement	Le Mesnil-le-Roi	630000.0	121.0	5.0	3.0	Oui	Oui	12120	1	Oui	Oui	Non	D	D
3375	Maison - 6 pièces - 125 m² - Fontenay-Trésigny - 77610	9454	Maison	Fontenay-Trésigny	337000.0	125.0	6.0	3.0	Non	Non	0	1	Non	Non	Non	E	B
3376	Maison - 7 pièces - 137 m² - Guignes - 77390	9375	Maison	Guignes	350000.0	137.0	7.0	5.0	Non	Non	0	1	Non	Non	Non	D	D
3377	Maison - 9 pièces - 170 m² - L'Étang-la-Ville - 78620	7734	Maison	L'Étang-la-Ville	860000.0	170.0	9.0	6.0	Oui	Oui	167	1	Non	Oui	Oui	ND	ND
3378	Maison - 3 pièces - 71.6 m² - Pontoise - 95300	9329	Maison	Pontoise	300000.0	71.0	3.0	2.0	Oui	Non	0	0	Non	Non	Oui	E	D
3379	Appartement - 5 pièces - 90 m² - Aubervilliers - 93300	9450	Appartement	Aubervilliers	381000.0	90.0	5.0	4.0	Non	Non	90	0	Non	Non	Non	ND	ND
3380	Appartement - 3 pièces - 64 m² - Aubervilliers - 93300	9452	Appartement	Aubervilliers	323000.0	64.0	3.0	2.0	Oui	Non	64	0	Non	Non	Non	ND	ND
3381	Maison - 7 pièces - 140 m² - Saint-Germain-Laxis - 77950	9428	Maison	Saint-Germain-Laxis	468000.0	140.0	7.0	4.0	Non	Non	0	0	Non	Non	Non	B	A
3382	Immeuble - 10 pièces - 264 m² - Peyriac-Minervois - 11160	9439	Immeuble	Peyriac-Minervois	79900.0	264.0	10.0		Oui	Non	0	0	Non	Non	Non	ND	ND
3383	Maison - 5 pièces - 168 m² - Villemoustaussou - 11620	4005	Maison	Villemoustaussou	134900.0	168.0	5.0	4.0	Oui	Non	0	1	Non	Non	Non	ND	ND
3385	Maison - 7 pièces - 175.72 m² - Étrépagny - 27150	9462	Maison	Étrépagny	265300.0	175.0	7.0	4.0	Oui	Non	0	1	Non	Oui	Oui	E	E
3387	Appartement - 2 pièces - 34.3 m² - Paris - 75019	9456	Appartement	Paris	369000.0	34.0	2.0	1.0	Oui	Non	3430	0	Non	Non	Non	D	B
3388	Maison - 6 pièces - 165 m² - Tournefeuille - 31170	9465	Maison	Tournefeuille	657000.0	165.0	6.0	5.0	Oui	Non	0	1	Non	Oui	Oui	ND	ND
3389	Maison - 2 pièces - 31.53 m² - Paris - 75012	9441	Maison	Paris	333900.0	31.0	2.0	1.0	Oui	Non	0	0	Non	Non	Non	G	D
3390	Appartement - 2 pièces - 49 m² - Neuilly-sur-Seine - 92200	9447	Appartement	Neuilly-sur-Seine	595000.0	49.0	2.0	1.0	Oui	Oui	4856	0	Non	Non	Oui	F	E
3393	Maison - 7 pièces - 122 m² - Roissy-en-Brie - 77680	9398	Maison	Roissy-en-Brie	329000.0	122.0	7.0	4.0	Oui	Oui	0	1	Non	Non	Oui	E	E
3394	Maison - 2 pièces - 33.89 m² - Étrépagny - 27150	9449	Maison	Étrépagny	99000.0	33.0	2.0	1.0	Oui	Non	0	0	Non	Non	Oui	ND	ND
3395	Appartement - 3 pièces - 63 m² - Vernon - 27200	9102	Appartement	Vernon	225000.0	63.0	3.0	2.0	Non	Oui	63	1	Oui	Non	Non	ND	ND
3396	Maison - 3 pièces - 65 m² - Vernon - 27200	9210	Maison	Vernon	129000.0	65.0	3.0	2.0	Oui	Non	65	1	Non	Non	Oui	E	B
3397	Maison - 6 pièces - 140 m² - Vernon - 27200	9443	Maison	Vernon	399000.0	140.0	6.0	4.0	Oui	Oui	0	1	Non	Oui	Oui	D	D
3398	Studio - 1 pièce - 15 m² - Paris - 75012	9445	Studio	Paris	199500.0	15.0	1.0		Oui	Non	1502	0	Oui	Non	Non	D	D
3399	Loft/Atelier/Duplex - 3 pièces - 64.17 m² - Toulouse - 31300	9437	Loft/Atelier/Duplex	Toulouse	227850.0	64.0	3.0	2.0	Oui	Oui	6220	1	Oui	Oui	Non	D	B
3402	Appartement - 2 pièces - 39 m² - Lieusaint - 77127	9421	Appartement	Lieusaint	174000.0	39.0	2.0	1.0	Non	Non	0	1	Non	Non	Non	C	C
3403	Appartement - 4 pièces - 77.55 m² - Mantes-la-Jolie - 78200	9268	Appartement	Mantes-la-Jolie	197000.0	77.0	4.0	3.0	Oui	Oui	7755	0	Oui	Non	Non	F	F
3404	Appartement - 3 pièces - 80.24 m² - Valenciennes - 59300	9429	Appartement	Valenciennes	206500.0	80.0	3.0	2.0	Oui	Oui	8024	1	Oui	Non	Non	D	D
3405	Appartement - 2 pièces - 45 m² - Limay - 78520	9420	Appartement	Limay	143000.0	45.0	2.0	1.0	Oui	Oui	4553	1	Non	Non	Non	D	B
3406	Maison - 4 pièces - 98 m² - Carcassonne - 11000	9435	Maison	Carcassonne	79900.0	98.0	4.0	3.0	Oui	Non	0	1	Non	Non	Non	ND	ND
3407	Maison - 9 pièces - 209 m² - Fleury-sur-Andelle - 27380	9436	Maison	Fleury-sur-Andelle	209000.0	209.0	9.0	5.0	Oui	Non	0	0	Non	Oui	Oui	ND	ND
3408	Maison - 5 pièces - 90 m² - Val d'Orger - 27440	9427	Maison	Val d'Orger	146500.0	90.0	5.0	3.0	Oui	Non	0	1	Non	Non	Oui	F	D
3409	Appartement - 2 pièces - 30.76 m² - Osny - 95520	9424	Appartement	Osny	139000.0	30.0	2.0	1.0	Oui	Non	0	0	Non	Non	Non	F	C
3410	Studio - 1 pièce - 14 m² - Boulogne-Billancourt - 92100	9434	Studio	Boulogne-Billancourt	159000.0	14.0	1.0		Oui	Non	1374	0	Non	Non	Non	E	B
3412	Appartement - 2 pièces - 70 m² - Neuilly-sur-Seine - 92200	9432	Appartement	Neuilly-sur-Seine	795000.0	70.0	2.0	1.0	Oui	Oui	6967	0	Oui	Non	Non	D	D
3413	Appartement - 2 pièces - 53 m² - Lagny-sur-Marne - 77400	9426	Appartement	Lagny-sur-Marne	222900.0	53.0	2.0	1.0	Oui	Non	0	1	Non	Non	Non	D	D
3414	Appartement - 3 pièces - 80 m² - Paris - 75011	9422	Appartement	Paris	998000.0	80.0	3.0	3.0	Oui	Non	0	1	Non	Non	Non	D	D
3416	Appartement - 4 pièces - 80 m² - La Courneuve - 93300	9423	Appartement	La Courneuve	180000.0	80.0	4.0		Non	Non	0	0	Non	Non	Non	ND	ND
3417	Appartement - 2 pièces - 31.59 m² - Paris - 75018	7908	Appartement	Paris	321000.0	31.0	2.0	1.0	Oui	Non	3159	0	Non	Non	Non	D	B
3418	Maison - 7 pièces - 150 m² - Châtel - 74390	9418	Maison	Châtel	850000.0	150.0	7.0	5.0	Oui	Oui	0	3	Oui	Oui	Oui	ND	ND
3419	Maison - 7 pièces - 150 m² - Chaumont-en-Vexin - 60240	9409	Maison	Chaumont-en-Vexin	211500.0	150.0	7.0	5.0	Oui	Non	0	0	Non	Non	Oui	ND	ND
3420	Immeuble - 6 pièces - 164 m² - Carcassonne - 11000	9416	Immeuble	Carcassonne	199900.0	164.0	6.0	3.0	Oui	Non	164	3	Non	Non	Non	E	B
3421	Studio - 1 pièce - 11 m² - Paris - 75016	9412	Studio	Paris	147000.0	11.0	1.0		Oui	Non	1050	0	Non	Non	Non	E	B
3422	Maison - 4 pièces - 98.85 m² - Verfeil - 31590	9413	Maison	Verfeil	349000.0	98.0	4.0	3.0	Non	Non	0	0	Non	Oui	Oui	B	A
3424	Maison - 6 pièces - 143.65 m² - Chambry - 02000	9364	Maison	Chambry	164000.0	143.0	6.0	4.0	Oui	Non	0	0	Non	Oui	Oui	D	D
3425	Maison - 4 pièces - 75 m² - Sartrouville - 78500	9396	Maison	Sartrouville	520000.0	75.0	4.0	3.0	Oui	Oui	0	0	Non	Non	Non	D	D
3426	Maison - 5 pièces - 98 m² - Issou - 78440	9406	Maison	Issou	284000.0	98.0	5.0	4.0	Oui	Non	0	0	Non	Oui	Oui	D	D
3427	Maison - 5 pièces - 87.21 m² - Saint-Ouen-l'Aumône - 95310	9405	Maison	Saint-Ouen-l'Aumône	369900.0	87.0	5.0	3.0	Oui	Oui	8721	1	Non	Oui	Oui	C	A
3428	Maison - 6 pièces - 107 m² - Triel-sur-Seine - 78510	9408	Maison	Triel-sur-Seine	422400.0	107.0	6.0	4.0	Oui	Non	0	2	Non	Oui	Oui	ND	ND
3429	Studio - 1 pièce - 14 m² - Paris - 75016	9407	Studio	Paris	190000.0	14.0	1.0		Oui	Non	1346	0	Non	Non	Non	E	E
3430	Appartement - 3 pièces - 76 m² - Paris - 75020	9394	Appartement	Paris	670000.0	76.0	3.0	2.0	Oui	Non	76	0	Non	Non	Non	E	E
3431	Appartement - 2 pièces - 53 m² - Paris - 75019	9403	Appartement	Paris	440000.0	53.0	2.0	1.0	Oui	Oui	50	0	Oui	Non	Non	F	F
3432	Maison - 4 pièces - 73 m² - Lagny-sur-Marne - 77400	9399	Maison	Lagny-sur-Marne	298900.0	73.0	4.0	3.0	Oui	Oui	0	1	Non	Oui	Oui	D	D
3433	Appartement - 3 pièces - 90 m² - Montpellier - 34000	9393	Appartement	Montpellier	420000.0	90.0	3.0	2.0	Oui	Oui	8860	0	Oui	Oui	Non	D	B
3434	Maison - 7 pièces - 146 m² - Verneuil-l'Étang - 77390	9388	Maison	Verneuil-l'Étang	339000.0	146.0	7.0	5.0	Non	Non	0	0	Non	Non	Non	D	D
3435	Appartement - 2 pièces - 43.13 m² - Courbevoie - 92400	9368	Appartement	Courbevoie	380000.0	43.0	2.0	1.0	Oui	Oui	4313	1	Non	Non	Non	D	D
3436	Appartement - 2 pièces - 44.13 m² - Darnétal - 76160	9384	Appartement	Darnétal	160500.0	44.0	2.0	1.0	Oui	Non	0	0	Oui	Non	Non	ND	ND
3437	Maison - 5 pièces - 107 m² - Longjumeau - 91160	9380	Maison	Longjumeau	409500.0	107.0	5.0	3.0	Oui	Non	107	1	Non	Non	Non	C	A
3438	Appartement - 2 pièces - 44.39 m² - Paris - 75012	9385	Appartement	Paris	409500.0	44.0	2.0	1.0	Oui	Non	4389	1	Non	Non	Non	G	G
3439	Loft/Atelier/Duplex - 4 pièces - 100 m² - Le Mesnil-le-Roi - 78600	9382	Loft/Atelier/Duplex	Le Mesnil-le-Roi	335000.0	100.0	4.0	2.0	Oui	Non	70	1	Non	Non	Non	F	C
3440	Appartement - 4 pièces - 88.76 m² - Combs-la-Ville - 77380	9359	Appartement	Combs-la-Ville	269500.0	88.0	4.0	3.0	Non	Oui	0	0	Oui	Non	Non	ND	ND
3441	Appartement - 3 pièces - 55.62 m² - Guignes - 77390	9350	Appartement	Guignes	159000.0	55.0	3.0	2.0	Non	Non	0	1	Non	Non	Non	ND	ND
3442	Maison - 4 pièces - 95.38 m² - Chaumont-en-Vexin - 60240	9374	Maison	Chaumont-en-Vexin	212700.0	95.0	4.0	3.0	Oui	Non	0	1	Non	Non	Non	ND	ND
3443	Appartement - 5 pièces - 74.77 m² - Gisors - 27140	9373	Appartement	Gisors	134550.0	74.0	5.0	3.0	Oui	Non	0	0	Oui	Non	Non	ND	ND
